Country,Year,Type,Capacity
RO,2018,Solar,1211.0
RO,2018,WindOnShore,2987.0
RO,2018,WindOffShore,0.0
RO,2018,Hydro,2687.0
RO,2018,HydroStorage,3803.0
RO,2018,HydroPumpedStorage,0.0
RO,2018,Marine,0.0
RO,2018,Nuclear,1300.0
RO,2018,Geothermal,0.0
RO,2018,Biomass,116.0
RO,2018,Waste,0.0
RO,2018,OtherRenewable,0.0
RO,2018,Lignite,4578.0
RO,2018,Coal,1227.0
RO,2018,Gas,5142.0
RO,2018,CoalGas,0.0
RO,2018,Oil,0.0
RO,2018,ShaleOil,0.0
RO,2018,Peat,0.0
RO,2018,Other,0.0
