Country,Year,Type,Capacity
ES,2019,Solar,6751.0
ES,2019,WindOnShore,22961.0
ES,2019,WindOffShore,0.0
ES,2019,Hydro,1156.0
ES,2019,HydroStorage,19146.0
ES,2019,HydroPumpedStorage,5645.0
ES,2019,Marine,0.0
ES,2019,Nuclear,7117.0
ES,2019,Geothermal,0.0
ES,2019,Biomass,507.0
ES,2019,Waste,538.0
ES,2019,OtherRenewable,261.0
ES,2019,Lignite,0.0
ES,2019,Coal,9561.0
ES,2019,Gas,30266.0
ES,2019,CoalGas,0.0
ES,2019,Oil,714.0
ES,2019,ShaleOil,0.0
ES,2019,Peat,0.0
ES,2019,Other,117.0
