Country,Year,Type,Capacity
DE,2019,Solar,45299.0
DE,2019,WindOnShore,52792.0
DE,2019,WindOffShore,6393.0
DE,2019,Hydro,3983.0
DE,2019,HydroStorage,1298.0
DE,2019,HydroPumpedStorage,9422.0
DE,2019,Marine,0.0
DE,2019,Nuclear,9516.0
DE,2019,Geothermal,42.0
DE,2019,Biomass,7752.0
DE,2019,Waste,1686.0
DE,2019,OtherRenewable,445.0
DE,2019,Lignite,21205.0
DE,2019,Coal,25293.0
DE,2019,Gas,31664.0
DE,2019,CoalGas,0.0
DE,2019,Oil,4356.0
DE,2019,ShaleOil,0.0
DE,2019,Peat,0.0
DE,2019,Other,1235.0
