Country,Year,Type,Capacity
SI,2019,Solar,275.0
SI,2019,WindOnShore,3.0
SI,2019,WindOffShore,0.0
SI,2019,Hydro,1053.0
SI,2019,HydroStorage,0.0
SI,2019,HydroPumpedStorage,180.0
SI,2019,Marine,0.0
SI,2019,Nuclear,696.0
SI,2019,Geothermal,0.0
SI,2019,Biomass,17.0
SI,2019,Waste,40.0
SI,2019,OtherRenewable,1.0
SI,2019,Lignite,924.0
SI,2019,Coal,0.0
SI,2019,Gas,491.0
SI,2019,CoalGas,0.0
SI,2019,Oil,58.0
SI,2019,ShaleOil,0.0
SI,2019,Peat,0.0
SI,2019,Other,0.0
