Country,Year,Type,Capacity
PL,2019,Solar,430.0
PL,2019,WindOnShore,5808.0
PL,2019,WindOffShore,0.0
PL,2019,Hydro,435.0
PL,2019,HydroStorage,157.0
PL,2019,HydroPumpedStorage,1780.0
PL,2019,Marine,0.0
PL,2019,Nuclear,0.0
PL,2019,Geothermal,0.0
PL,2019,Biomass,849.0
PL,2019,Waste,0.0
PL,2019,OtherRenewable,0.0
PL,2019,Lignite,8013.0
PL,2019,Coal,22261.0
PL,2019,Gas,2106.0
PL,2019,CoalGas,272.0
PL,2019,Oil,415.0
PL,2019,ShaleOil,0.0
PL,2019,Peat,0.0
PL,2019,Other,0.0
