Country,Year,Type,Capacity
CZ,2019,Solar,2049.0
CZ,2019,WindOnShore,316.0
CZ,2019,WindOffShore,0.0
CZ,2019,Hydro,334.0
CZ,2019,HydroStorage,753.0
CZ,2019,HydroPumpedStorage,1172.0
CZ,2019,Marine,0.0
CZ,2019,Nuclear,4040.0
CZ,2019,Geothermal,0.0
CZ,2019,Biomass,400.0
CZ,2019,Waste,100.0
CZ,2019,OtherRenewable,400.0
CZ,2019,Lignite,8450.0
CZ,2019,Coal,1200.0
CZ,2019,Gas,1226.0
CZ,2019,CoalGas,380.0
CZ,2019,Oil,0.0
CZ,2019,ShaleOil,0.0
CZ,2019,Peat,0.0
CZ,2019,Other,0.0
