Country,Year,Type,Capacity
CH,2019,Solar,0.0
CH,2019,WindOnShore,0.0
CH,2019,WindOffShore,0.0
CH,2019,Hydro,635.0
CH,2019,HydroStorage,5419.0
CH,2019,HydroPumpedStorage,6641.0
CH,2019,Marine,0.0
CH,2019,Nuclear,3373.0
CH,2019,Geothermal,0.0
CH,2019,Biomass,0.0
CH,2019,Waste,0.0
CH,2019,OtherRenewable,0.0
CH,2019,Lignite,0.0
CH,2019,Coal,0.0
CH,2019,Gas,0.0
CH,2019,CoalGas,0.0
CH,2019,Oil,0.0
CH,2019,ShaleOil,0.0
CH,2019,Peat,0.0
CH,2019,Other,0.0
